SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
39	1	O trabalho foi coordenado por o geocientista Charles_Vörösmarty, de a Universidade_de_New_Hampshire, em os Estados_Unidos.	Charles_Vörösmarty	PER	de	Universidade_de_New_Hampshire	ORG
39	2	O trabalho foi coordenado por o geocientista Charles_Vörösmarty, de a Universidade_de_New_Hampshire, em os Estados_Unidos.	Universidade_de_New_Hampshire	ORG	em	Estados_Unidos	PLC
40	1	A demanda aumenta de forma drástica em o mundo todo, afirmou o especialista em recursos hídricos José_Galizia_Tundisi, de o Instituto_Internacional_de_Ecologia, em São_Carlos (SP).	José_Galizia_Tundisi	PER	de	Instituto_Internacional_de_Ecologia	ORG
40	2	A demanda aumenta de forma drástica em o mundo todo, afirmou o especialista em recursos hídricos José_Galizia_Tundisi, de o Instituto_Internacional_de_Ecologia, em São_Carlos (SP).	Instituto_Internacional_de_Ecologia	ORG	em	São_Carlos	PLC
40	3	A demanda aumenta de forma drástica em o mundo todo, afirmou o especialista em recursos hídricos José_Galizia_Tundisi, de o Instituto_Internacional_de_Ecologia, em São_Carlos (SP).	Instituto_Internacional_de_Ecologia	ORG	em	SP	PLC
42	1	Pesquisadores de a Universidade_de_Michigan em Ann_Arbor, em os Estados_Unidos, sugerem que os olhos de asiáticos tendem a ver uma imagem em o seu conjunto, prestando tanto atenção a o que está em primeiro plano quanto em o fundo, enquanto os americanos demoram mais o olhar em o objeto central de um quadro.	Universidade_de_Michigan	ORG	em	Ann_Arbor	PLC
42	2	Pesquisadores de a Universidade_de_Michigan em Ann_Arbor, em os Estados_Unidos, sugerem que os olhos de asiáticos tendem a ver uma imagem em o seu conjunto, prestando tanto atenção a o que está em primeiro plano quanto em o fundo, enquanto os americanos demoram mais o olhar em o objeto central de um quadro.	Universidade_de_Michigan	ORG	em	Estados_Unidos	PLC
46	1	Depois de esse período, quem sobreviver será levado a o Zôo de San_Diego, onde viverá com seus colegas de espécie.	Zôo	ORG	de	San_Diego	PLC
48	1	O achado foi apresentado por Mark_Mattson, de o Instituto_Nacional_do_Envelhecimentos de os EUA, durante a 170ª Reunião Anual de a AAAS (Associação_Americana_para_o_Avanço_da_Ciência), em Seattle, em o noroeste de os Estados_Unidos.	Mark_Mattson	PER	de	Instituto_Nacional_do_Envelhecimentos	ORG
48	2	O achado foi apresentado por Mark_Mattson, de o Instituto_Nacional_do_Envelhecimentos de os EUA, durante a 170ª Reunião Anual de a AAAS (Associação_Americana_para_o_Avanço_da_Ciência), em Seattle, em o noroeste de os Estados_Unidos.	Instituto_Nacional_do_Envelhecimentos	ORG	de	EUA	PLC
49	1	Por outro lado, diz Benjamin_Wolozin, de o Centro_Médico_da_Universidade_Loyola (Chicago, EUA), o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas (moléculas que aceleram reações químicas) responsáveis por produzir a beta-amilóide.	Benjamin_Wolozin	PER	de	Centro_Médico_da_Universidade_Loyola	ORG
49	2	Por outro lado, diz Benjamin_Wolozin, de o Centro_Médico_da_Universidade_Loyola (Chicago, EUA), o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas (moléculas que aceleram reações químicas) responsáveis por produzir a beta-amilóide.	Centro_Médico_da_Universidade_Loyola	ORG	(	Chicago	PLC
49	3	Por outro lado, diz Benjamin_Wolozin, de o Centro_Médico_da_Universidade_Loyola (Chicago, EUA), o local onde as moléculas de colesterol se abrigam em a membrana é também a região em a qual estão as enzimas (moléculas que aceleram reações químicas) responsáveis por produzir a beta-amilóide.	Centro_Médico_da_Universidade_Loyola	ORG	(	EUA	PLC
56	1	É uma descoberta e tanto, disse o psicólogo César_Ades, de a USP, especialista em comportamento de aranhas.	César_Ades	PER	de	USP	ORG
62	1	O estudo, feito por pesquisadores de o Imperial_College, em Londres, mostra que, além disso isso, elas são capazes de originar outro tipo de célula (células hepáticas) dentro do o organismo humano.	Imperial_College	ORG	em	Londres	PLC
64	2	O trabalho de Someya e seus colegas está publicado em a última edição de a revista de a Academia_de_Ciências de os EUA, a 'PNAS' (www.pnas.org).	Academia_de_Ciências	ORG	de	EUA	PLC
66	1	É o caso de Schuyler_Korban, de a Universidade_de_Illinois (EUA).	Schuyler_Korban	PER	de	Universidade_de_Illinois	ORG
66	2	É o caso de Schuyler_Korban, de a Universidade_de_Illinois (EUA).	Universidade_de_Illinois	ORG	(	EUA	PLC
69	3	Os estudos são bancados por a Fapesp (Fundação_de_Amparo_à_Pesquisa_do_Estado_de_São_Paulo) e por o CNPq (Conselho_Nacional_de_Desenvolvimento_Científico_e_Tecnológico).	CNPq	ORG	(	Conselho_Nacional_de_Desenvolvimento_Científico_e_Tecnológico	ORG
69	4	Os estudos são bancados por a Fapesp (Fundação_de_Amparo_à_Pesquisa_do_Estado_de_São_Paulo) e por o CNPq (Conselho_Nacional_de_Desenvolvimento_Científico_e_Tecnológico).	Fapesp	ORG	(	Fundação_de_Amparo_à_Pesquisa_do_Estado_de_São_Paulo	ORG
74	1	Bioantropólogo de a Universidade_MacMaster, em o Canadá, está prestes a investigar a relação entre neandertais e humanos modernos olhando não para seus crânios, mas para o que eles defecavam, e para as moléculas que podem contar a história de eles, ocultas ali dentro.	Universidade_MacMaster	ORG	em	Canadá	ORG
80	1	Em oito anos, detectamos mais de 300 eventos, graças ao nosso sistema de calibragem de os dados de satélite, conta Douglas_Revelle, de o Laboratório_Nacional_de_Los_Alamos, um de os autores de o estudo, que está publicado em a edição de hoje de a revista britânica 'Nature class'entity'' (www.nature.com).	Douglas_Revelle	PER	de	Laboratório_Nacional_de_Los_Alamos	ORG
81	1	Esses corpos medidos em metros são interessantes cientificamente, mas não oferecem absolutamente nenhum perigo a os humanos, diz Robert_Jedicke, de a Universidade_do_Arizona, escolhido por a 'Nature' para comentar o estudo.	Robert_Jedicke	PER	de	Universidade_do_Arizona	ORG
93	1	O navio trazia compensados de madeira exportados por a Selvaplac, subsidiária brasileira de um grupo de a Malásia.	Selvaplac	ORG	subsidiária brasileira de um grupo de	Malásia	PLC
105	1	É também o Quénia, 'ao lado de a Nigéria, que se incendeia', diz Moncef_Kaabi, de a Natixis, é também a Turquia, com as operações contra os separatistas curdos em o Norte, justificando que mercados como o de o petróleo 'traduzem a inquietação e a incerteza de os investidores'.	Moncef_Kaabi	PER	de	Natixis	ORG
108	1	PCP de Braga promove lanche e intervenção política; A Comissão_Concelhia_de_Braga_do_PCP promove sábado um lanche e uma intervenção política, que vão decorrer em o Centro_de_Trabalho de o PCP.	PCP	ORG	de	Braga	PLC
119	1	Situada dentro de um parqued de 6 acres e somente a alguns minutos de o aeroporto internacional e de a cidade, a Estância_de_Cinco_Estrelas_Martino é o lugar mais conveniente para se ficar em a Costa_Rica para umas férias agradáveis, e o lugar ideal a partir de o qual você pode viajar por todo o País.	Estância_de_Cinco_Estrelas_Martino	ORG	em	Costa_Rica	PLC
120	2	De as agências internacionais; O governo de a Rússia vai apoiar uma ação de a Otan contra as posições sérvias ao redor de Sarajevo 'como último recurso, para defender as tropas de a ONU', disse ontem o chanceler Andrei_Kozirev.	Sarajevo	PLC	defender	ONU	ORG
120	3	De as agências internacionais; O governo de a Rússia vai apoiar uma ação de a Otan contra as posições sérvias ao redor de Sarajevo 'como último recurso, para defender as tropas de a ONU', disse ontem o chanceler Andrei_Kozirev.	Rússia	ORG	vai apoiar uma ação de	Otan	ORG
126	1	Apesar de o veto, o Guaraná_Power, feito em colaboração com a Cooperativa_de_Agricultores de a Região_de_Maués, em a Amazônia, chegou a ser distribuído em museus e em a própria Vermelho, durante a Bienal.	Cooperativa_de_Agricultores	ORG	de	Região_de_Maués	PLC
127	1	Em o próximo sábado, a as 16h, Ronaldo_Lemos, diretor de o Creative_Commons em o Brasil, irá participar de um debate com os membros de o Superflex, em a Vermelho, e logo após será realizada uma gincana intitulada 'Free_Beer_Pub_Quiz', em a qual participantes receberão prêmios a o responderem questões sobre propriedade intelectual e direitos autorais.	Creative_Commons	ORG	em	Brasil	PLC
127	2	Em o próximo sábado, a as 16h, Ronaldo_Lemos, diretor de o Creative_Commons em o Brasil, irá participar de um debate com os membros de o Superflex, em a Vermelho, e logo após será realizada uma gincana intitulada 'Free_Beer_Pub_Quiz', em a qual participantes receberão prêmios a o responderem questões sobre propriedade intelectual e direitos autorais.	Ronaldo_Lemos	PER	diretor de	Creative_Commons	ORG
134	1	O Conselho_Europeu_Metodista reuniu em o passado mês de Setembro em Stuttgart, Alemanha.	Conselho_Europeu_Metodista	ORG	em	Stuttgart	PLC
135	1	(Bispo_Sifredo) - Carta a o Primeiro_Ministro - A Paz precisa de uma Oportunidade - Manifesto_Ecuménico_Jovem contra a guerra - World_Council_of_Churches - 'Wars cannot be won, only peace can' - World_Alliance_of_Reformed_Churches condena a guerra em o Iraque Departamentos_Federação de Mulheres_Juventude_Comissões_Evangelização e Educ. Liturgia.	World_Alliance_of_Reformed_Churches	ORG	condena a guerra em	Iraque	PLC
139	1	A abertura de o evento contou com a presença de Fernando_Gomes, presidente de a Câmara_Municipal_do_Porto, e de o vereador Wan_Chun, em representação de Sales_Marques, presidente de o Leal_Senado, a qual foi enriquecida com um pequeno concerto em que os instrumentistas Wong_On_Yuen e António_Ferro, tocando ehru e viola-baixo, respectivamente, interpretaram várias peças editadas em o disco compacto Sinais_de_Yuanju.	Fernando_Gomes	PER	presidente de	Câmara_Municipal_do_Porto	ORG
139	2	A abertura de o evento contou com a presença de Fernando_Gomes, presidente de a Câmara_Municipal_do_Porto, e de o vereador Wan_Chun, em representação de Sales_Marques, presidente de o Leal_Senado, a qual foi enriquecida com um pequeno concerto em que os instrumentistas Wong_On_Yuen e António_Ferro, tocando ehru e viola-baixo, respectivamente, interpretaram várias peças editadas em o disco compacto Sinais_de_Yuanju.	Sales_Marques	PER	presidente de	Leal_Senado	ORG
142	1	Mas, seja como for, peço expressamente que ninguém, em o final de este período de sessões, possa afirmar que o Parlamento enquanto tal, em o espírito e em o seguimento de a sua magnífica declaração, não se pronunciou a favor de o retorno de a paz em Israel e em o Próximo_Oriente.	Parlamento	ORG	não se pronunciou a favor de o retorno de a paz em	Israel	PLC
142	2	Mas, seja como for, peço expressamente que ninguém, em o final de este período de sessões, possa afirmar que o Parlamento enquanto tal, em o espírito e em o seguimento de a sua magnífica declaração, não se pronunciou a favor de o retorno de a paz em Israel e em o Próximo_Oriente.	Parlamento	ORG	não se pronunciou a favor de o retorno de a paz em	Próximo_Oriente	PLC
147	1	Fr) Senhora_Presidente, gostaria de voltar por um momento a o drama recordado por o nosso colega belga, vivido por certos refugiados em este momento, em a Europa, em algumas de as nossas fronteiras, para lhes comunicar que me desloquei, há uma semana, a o centro de Sangatte aberto por o Governo francês e gerido por a Cruz_Vermelha.	Sangatte	PLC	aberto por	Governo	ORG
147	2	Fr) Senhora_Presidente, gostaria de voltar por um momento a o drama recordado por o nosso colega belga, vivido por certos refugiados em este momento, em a Europa, em algumas de as nossas fronteiras, para lhes comunicar que me desloquei, há uma semana, a o centro de Sangatte aberto por o Governo francês e gerido por a Cruz_Vermelha.	Sangatte	PLC	gerido por	Cruz_Vermelha	ORG
164	1	Com esta aposta em a imagem, os portos de Setúbal e Sesimbra preparam-se para o fim de a década, quando tiverem como grande cliente a fábrica de a Ford/Volkswagen.	Sesimbra	PLC	quando tiverem	Ford/Volkswagen	ORG
164	2	Com esta aposta em a imagem, os portos de Setúbal e Sesimbra preparam-se para o fim de a década, quando tiverem como grande cliente a fábrica de a Ford/Volkswagen.	Setúbal	PLC	quando tiverem	Ford/Volkswagen	ORG
165	1	Os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o Joint_Non-Lethal_Weapons_Program (JNLWP), de o Pentágono.	Joint_Non-Lethal_Weapons_Program	ORG	de	Pentágono	ORG
165	2	Os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o Joint_Non-Lethal_Weapons_Program (JNLWP), de o Pentágono.	JNLWP	ORG	de	Pentágono	ORG
165	3	Os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o Joint_Non-Lethal_Weapons_Program (JNLWP), de o Pentágono.	Joint_Non-Lethal_Weapons_Program	ORG	(	JNLWP	ORG
171	1	A pergunta de o 'onde está' é tradicional em a comunicação social e em alguns casos foi feita com estragos consideráveis, como aconteceu com Vítor_Constâncio a a frente de o PS.	Vítor_Constâncio	PER	a a frente de	PS	ORG
177	1	Durão_Barroso discursava em a sessão plenária extraordinária de o Parlamento_Europeu, durante a qual José_Sócrates apresentou os resultados de a presidência portuguesa de a UE.	Parlamento_Europeu	ORG	de	UE	ORG
177	2	Durão_Barroso discursava em a sessão plenária extraordinária de o Parlamento_Europeu, durante a qual José_Sócrates apresentou os resultados de a presidência portuguesa de a UE.	Durão_Barroso	PER	discursava em	Parlamento_Europeu	ORG
180	2	Durão_Barroso acrescentou a a longa lista de sucessos enunciados por Sócrates outros que considerou 'também importantes', como a decisão de criar o Instituto_Europeu_de_Tecnologia e o lançamento de uma Política_Marítima_Europeia.	Sócrates	PER	a decisão de criar	Instituto_Europeu_de_Tecnologia	ORG
185	1	Hans-Gert_PÖTTERING destacou ainda a importância, para o PE, de ver reconhecido o valor juridicamente vinculativo de a Carta, um passo 'essencial em o quadro de reforma de os Tratados e essencial para a identidade europeia'.	Hans-Gert_PÖTTERING	PER	destacou para	PE	ORG
188	1	Em o mesmo registo, Martin_SCHULZ (PSE, DE), líder de o PSE, recordou que, em a República_de_Weimar, se queria acabar com os inimigos em forma de coro e quem dirigia esse coro era Hitler.	Martin_SCHULZ	PER	líder de	PSE	ORG
190	1	Francis_WURTZ, de a CEUE/EVN, condenou 'de maneira absoluta as declarações antieuropeias e indignas' que se ouviram em o hemiciclo: 'O meu grupo está a favor de um referendo, mas opõe-se a acções como esta', afirmou.	Francis_WURTZ	PER	de	CEUE/EVN	ORG
198	1	Em declarações a a agência Lusa, António_Fontes, de a AIPAN, disse que o preço de o pão terá de aumentar para fazer face a a subida de 92% registada ao longo de 2007 em o preço de a matéria-prima de base (farinha).	António_Fontes	PER	de	AIPAN	ORG
199	2	Através da Casa_de_Cinema de Porto_Alegre, esse grupo produziu obras-primas como o curta-metragem Ilha_das_Flores e apresentou para o país cineastas como Jorge_Furtado, considerado um de os mais interessantes realizadores de o cinema brasileiro atual.	Casa_de_Cinema	ORG	de	Porto_Alegre	PLC
210	1	Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada por o Ministério_da_Indústria de o Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.	Ferro-Têxtil	ORG	licenciada por	Ministério_da_Indústria	ORG
210	2	Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada por o Ministério_da_Indústria de o Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.	Ministério_da_Indústria	ORG	de	Governo	ORG
214	1	A Arábia_Saudita era um de os três países de o mundo que reconheciam, em o Afeganistão, o governo Talibã.	Arábia_Saudita	ORG	reconheciam o governo	Talibã	ORG
214	2	A Arábia_Saudita era um de os três países de o mundo que reconheciam, em o Afeganistão, o governo Talibã.	Arábia_Saudita	ORG	em	Afeganistão	PLC
214	3	A Arábia_Saudita era um de os três países de o mundo que reconheciam, em o Afeganistão, o governo Talibã.	Afeganistão	PLC	o governo	Talibã	ORG
216	1	No entanto, Christina_Eisenberg, uma bióloga que estuda os lobos e trabalha para o Serviço_Americano_de_Vida_Selvagem_e_Aquática conta que parou de usar o sistema porque ele travava inesperadamente.	Christina_Eisenberg	PER	trabalha para	Serviço_Americano_de_Vida_Selvagem_e_Aquática	ORG
217	2	Almeida_Henriques, presidente de a Associação_Industrial_da_Região_de_Viseu (AIRV), é o novo rosto de o Conselho_Empresarial_do_Centro (CEC).	Almeida_Henriques	PER	presidente de	Associação_Industrial_da_Região_de_Viseu	ORG
217	3	Almeida_Henriques, presidente de a Associação_Industrial_da_Região_de_Viseu (AIRV), é o novo rosto de o Conselho_Empresarial_do_Centro (CEC).	Almeida_Henriques	PER	rosto de	Conselho_Empresarial_do_Centro	ORG
225	1	Coma a a vontade: A equipe de o Jornal_do_Nikkey esteve pesquisando um lado gostoso de a Liberdade em São_Paulo.	Jornal_do_Nikkey	ORG	pesquisando em	São_Paulo	PLC
228	2	Se isto estivesse em vias de acontecer, o bibliófilo José_Mindlin, 90 anos, dono de uma de as mais importantes bibliotecas de o Brasil e símbolo nacional de o culto a o livro, não teria se encontrado esta semana com seu colega americano, Matthew_Battles, 35, editor de o boletim de a Biblioteca_Houghton, que guarda as obras raras de Harvard.	Matthew_Battles	PER	editor de	Biblioteca_Houghton	ORG
235	1	Em o Norte, uma força de o CICA_1 liderada por o Tenente-Coronel_Carlos_Azeredo toma o Quartel_General de a Região_Militar_do_Porto.	CICA_1	ORG	liderada por	Tenente-Coronel_Carlos_Azeredo	PER
244	1	Transferindo-se o governo português para o Brasil sob a proteção inglesa e operando-se a independência sem descontinuidade em a chefia de o governo, os privilégios econômicos de que se beneficiava a Inglaterra em Portugal transferiram-se automaticamente para o Brasil independente.	Inglaterra	ORG	em	Portugal	PLC
247	2	E se ele avançar, as mais recentes sondagens indicam que o boletim de voto de as eleições de 2008 podem ter três rostos ligados a a 'Big_Apple': Hillary_Clinton, senadora por o estado de Nova_Iorque, Rudy_Giuliani, o republicano que já foi presidente de a Câmara de a cidade, e Michael_Bloomberg, o homem que sucedeu a Giuliani em o cargo.	Rudy_Giuliani	PER	presidente de	Câmara	ORG
